Question,Answer
"Seperti apa persyaratan lokasi, bangunan, atau tempat usaha untuk Importir atau Penyalur yang akan didaftarkan NPPBKC?","Lokasi, bangunan, atau tempat usaha yang akan digunakan sebagai tempat menimbun barang kena cukai oleh Importir atau Penyalur harus memenuhi ketentuan sebagai berikut:tidak berhubungan langsung dan memiliki pembatas permanen yang memisahkan dengan rumah tinggal, bangunan, halaman, atau tempat-tempat lain yang bukan bagian Tempat Usaha Importir atau tempat usaha Penyalur yang dimintakan izin;
berbatasan langsung dan dapat dimasuki dari jalan umum kecuali yang lokasinya dalam kawasan industri atau kawasan perdagangan; dan
saat pengajuan permohonan NPPBKC, memiliki jarak lebih dari 100 (seratus) meter dari tempat ibadah, sekolah, atau rumah sakit, dalam hal lokasi, bangunan, atau tempat usaha akan digunakan sebagai Tempat Usaha Importir atau tempat usaha Penyalur minuman mengandung etil alkohol.

Dikecualikan dari ketentuan memiliki jarak lebih dari 100 (seratus) meter, dalam hal:fasilitas tempat ibadah disediakan oleh pengusaha hotel, restoran, pusat
perbelanjaan, atau tempat hiburan;
lokasi, bangunan, atau tempat usaha yang dimintakan izin telah mendapatkan izin dari instansi terkait.

(Sesuai dengan PMK Nomor 66/PMK.04/2018)"
"Seperti apa persyaratan lokasi, bangunan, atau tempat usaha untuk Tempat Penjualan Eceran yang akan didaftarkan NPPBKC?","Lokasi, bangunan, atau tempat usaha yang akan digunakan sebagai Tempat Penjualan Eceran harus memenuhi ketentuan sebagai berikut:dilarang berhubungan langsung dengan bangunan, halaman, atau tempat-tempat lain yang bukan bagian dari Tempat Penjualan Eceran yang dimintakan izin, kecuali yang berada di kawasan industri, kawasan perdagangan, hotel, atau tempat hiburan;
berbatasan langsung dan dapat dimasuki dari jalan umum kecuali yang lokasinya dalam kawasan industri, kawasan perdagangan, hotel, atau tempat hiburan; dan
memiliki jarak lebih dari 100 (seratus) meter dari tempat ibadah, sekolah, atau rumah sakit, saat pengajuan permohonan NPPBKC, dalam hal lokasi, bangunan, atau tempat usaha akan digunakan sebagai Tempat Penjualan Eceran minuman mengandung etil alkohol.

Dikecualikan dari ketentuan memiliki jarak lebih dari 100 (seratus) meter, dalam hal:fasilitas tempat ibadah disediakan oleh pengusaha hotel, restoran, pusat
perbelanjaan, atau tempat hiburan;
lokasi, bangunan, atau tempat usaha yang dimintakan izin telah mendapatkan izin dari instansi terkait.

(Sesuai dengan PMK Nomor 66/PMK.04/2018)"
"Seperti apa persyaratan lokasi, bangunan, atau tempat usaha barang kena cukai yang akan digunakan sebagai Pabrik, Tempat Penyimpanan, Tempat Usaha Importir, Tempat Usaha Penyalur, dan/atau Tempat Penjualan Eceran, yang berada di Tempat Penimbunan Berikat?","Lokasi, bangunan, atau tempat usaha barang kena cukai yang akan digunakan sebagai Pabrik, Tempat Penyimpanan, Tempat Usaha Importir, Tempat Usaha Penyalur, dan/atau Tempat Penjualan Eceran, yang berada di Tempat Penimbunan Berikat mengikuti ketentuan sebagaimana diatur dalam Peraturan Menteri mengenai Tempat Penimbunan Berikat.
(Sesuai dengan PMK Nomor 66/PMK.04/2018)"
Seperti apakah format nomor NPPBKC yang diterbitkan oleh bea cukai?,"Struktur penomoran NPPBKC terdiri dari 16 digit NPWP ditambah dengan 6 digit Nomor Identitas Lokasi Kegiatan Usaha (NILKU), dengan rincian sebagai berikut:16 (enam belas) digit awal NPWP pengusaha barang kena cukai;
4 (empat) digit kode Kantor Bea dan Cukai yang mengawasi lokasi, bangunan, atau tempat usaha pengusaha barang kena cukai;
1 (satu) digit jenis usaha pengusaha barang kena cukai; dan
1 (satu) digit jenis barang kena cukai.
(Sesuai dengan PMK Nomor 68 Tahun 2023)"
Apakah NPPBKC memiliki masa berlaku?,"Ya, NPPBKC memiliki masa berlaku dengan ketentuan:NPPBKC untuk Pengusaha Pabrik, Pengusaha Tempat Penyimpanan, atau Importir, berlaku selama Pengusaha Pabrik, Pengusaha Tempat Penyimpanan, atau Importir masih menjalankan usaha.
NPPBKC untuk Penyalur atau Pengusaha Tempat Penjualan Eceran berlaku selama 5 (lima) tahun sejak diterbitkannya Keputusan pemberian NPPBKC dan dapat diperpanjang untuk jangka waktu yang sama.
(Sesuai dengan PMK Nomor 66/PMK.04/2018)"
Apakah ada ketentuan waktu untuk memperpanjang NPPBKC?,"Ada, Penyalur atau Pengusaha Tempat Penjualan Eceran dapat memperpanjang NPPBKC dengan ketentuan sebagai berikut:Permohonan perpanjangan NPPBKC harus diajukan sebelum masa berlaku NPPBKC berakhir;
Permohonan perpanjangan NPPBKC diajukan paling cepat 2 (dua) bulan sebelum masa berlaku NPPBKC berakhir dan paling lambat sampai dengan sebelum masa berlaku NPPBKC berakhir.
(Sesuai dengan PMK Nomor 68 Tahun 2023)"
Bagaimana cara mengajukan permohonan perpanjangan NPPBKC?,"Proses perpanjangan NPPBKC dilakukan dengan ketentuan sebagai berikut;
Penyalur atau Pengusaha Tempat Penjualan Eceran mengajukan permohonan perpanjangan NPPBKC kepada Menteri u.p. Kepala Kantor Bea dan Cukai yang mengawasi tempat usaha;
Permohonan dilampiri dengan salinan atau fotokopi izin usaha dengan ketentuan:Izin usaha dari instansi yang tugas dan tanggung jawabnya di bidang perindustrian atau penanaman modal, dalam hal Orang mengajukan permohonan NPPBKC sebagai Pengusaha Pabrik; atau
Izin usaha dari instansi yang tugas dan tanggung jawabnya di bidang perdagangan, penanaman modal, atau pariwisata, dalam hal Orang mengajukan permohonan NPPBKC sebagai Pengusaha Tempat Penyimpanan, Importir, Penyalur, atau Pengusaha Tempat Penjualan Eceran;

Pejabat Bea dan Cukai melakukan penelitian terhadap permohonan perpanjangan NPPBKC untuk mendapatkan informasi terkait:pemenuhan persyaratan izin usaha;dan
eksistensi Tempat Usaha Penyalur atau Tempat Penjualan Eceran;

Untuk pemeriksaan eksistensi, Kepala Kantor Bea dan Cukai dapat menugaskan Pejabat Bea dan Cukai untuk melakukan pemeriksaan lokasi. Atas pemeriksaan lokasi dibuatkan berita acara pemeriksaan lokasi.
Kepala Kantor Bea dan Cukai atas nama Menteri memberikan keputusan menyetujui atau menolak permohonan perpanjangan NPPBKC paling lama 3 (tiga) hari kerja terhitung setelah tanggal diterimanya permohonan secara lengkap.
Dalam hal Penyalur atau Pengusaha Tempat Penjualan Eceran mengajukan permohonan perpanjangan NPPBKC setelah masa berlaku NPPBKC berakhir, Penyalur atau Pengusaha Tempat Penjualan Eceran harus mengajukan permohonan untuk memperoleh NPPBKC baru.
(Sesuai dengan PMK Nomor 66/PMK.04/2018)"
Apakah ada ketentuan pemasangan NPPBKC yang sudah diterbitkan?,"Ada, ketentuan pemasangan NPPBKC sebgaai berikut:Pengusaha Pabrik, Pengusaha Tempat Penyimpanan, Importir, atau Penyalur yang mendapatkan NPPBKC harus memasang tanda nama sesuai dengan format tercantum dalam Lampiran huruf G dalam PMK Nomor 66/PMK.04/2018. Tanda nama dipasang dengan ketentuan:dipasang pada setiap lokasi Pabrik, Tempat Penyimpanan, Tempat Usaha Importir, atau Tempat Usaha Penyalur; dan
dipasang pada tempat terbuka sehingga nama Pabrik, nama Tempat Penyimpanan, atau nama Tempat Usaha Importir dapat dilihat dengan jelas dan mudah oleh Pejabat Bea dan Cukai yang berada di depan Pabrik, Tempat Penyimpanan, atau tempat usaha Importir atau Tempat Usaha Penyalur.

Pengusaha Tempat Penjualan Eceran yang mendapatkan NPPBKC harus memasang piagam NPPBKC atau fotokopi piagam NPPBKC di
tempat usahanya. Piagam NPPBKC atau fotokopi NPPBKC dipasang dengan ketentuan:dipasang pada setiap Tempat Penjualan Eceran; dan
dipasang pada tempat terbuka sehingga piagam NPPBKC atau fotokopi piagam NPPBKC dapat dilihat dengan jelas dan mudah oleh Pejabat Bea dan Cukai yang datang ke Tempat Penjualan Eceran.

Pemasangan tanda nama dan piagam atau fotokopi piagam NPPBKC dilaksanakan paling lama 1 (satu) bulan setelah mendapatkan keputusan pemberian NPPBKC.
(Sesuai dengan PMK Nomor 66/PMK.04/2018)"
Bagaimana apabila Pengusaha Tempat Penyimpanan ingin melakukan perubahan jenis kegiatan usaha dan/atau jenis barang kena cukai?,"Pengusaha Tempat Penyimpanan melakukan perubahan jenis kegiatan usaha dan/atau perubahan jenis barang kena cukai dengan mengajukan permohonan perubahan NPPBKC kepada Menteri u.p. Kepala Kantor Bea dan Cukai yang mengawasi Tempat Penyimpanan.
(Sesuai dengan PMK Nomor 66/PMK.04/2018)"
Bagiamana ketentuan melakukan perubahan NPPBKC dan perubahan data?,"Pengusaha Barang Kena Cukai wajib melakukan perubahan NPPBKC dalam hal:akan melakukan perubahan lokasi atau tempat usaha;
akan melakukan perubahan jenis kegiatan usaha;
akan melakukan perubahan jenis barang kena cukai;
setelah melakukan perubahan nama dan/atau bentuk badan hukum perusahaan;
setelah melakukan perubahan atau penggantian pemilik perusahaan; dan/atau
setelah melakukan perubahan NPWP.

Pengusaha Barang Kena Cukai wajib menyampaikan pemberitahuan dalam hal melakukan perubahan:tata letak (layout) tempat usaha barang kena cukai;
penanggung jawab perusahaan;
mesin yang digunakan untuk membuat dan/atau mengemas barang kena cukai bagi Pengusaha Pabrik; dan/atau
penyalur yang langsung membeli barang kena cukai dari Pengusaha Pabrik, bagi Pengusaha Pabrik hasil tembakau.

Untuk perubahan data registrasi Pengusaha Barang Kena Cukai selain poin 1 dan 2, Pengusaha Barang Kena Cukai harus menyampaikan pemberitahuan perubahan.
Permohonan perubahan NPPBKC atas perubahan lokasi atau tempat usaha; perubahan jenis kegiatan usaha; dan/atau perubahan jenis barang kena cukai wajib diajukan sebelum perubahan
Permohonan perubahan NPPBKC atas perubahan nama dan/atau bentuk badan hukum perusahaan; perubahan atau penggantian pemilik perusahaan; dan/atau perubahan NPWP wajib diajukan setelah perubahan dan paling lambat 1 (satu) bulan setelah perubahan.
(Sesuai dengan PMK Nomor 66/PMK.04/2018)"
Bagaimana cara mengajukan permohonan perubahan NPPBKC?,"Permohonan perubahan NPPBKC dilakukan dengan ketentuan sebagai berikut:Pengusaha Barang Kena Cukai mengajukan permohonan perubahan NPPBKC kepada Menteri u.p. Kepala Kantor Bea dan Cukai yang mengawasi tempat usaha;
Pengusaha Barang Kena Cukai harus menyerahkan dokumen terkait perubahan NPPBKC;
Pejabat Bea dan Cukai melakukan penelitian permohonan perubahan NPPBKC terkait perubahan lokasi atau tempat usaha; perubahan jenis kegiatan usaha; dan/atau perubahan jenis barang kena cukai untuk mendapatkan informasi terkait:pemenuhan persyaratan izin usaha; dan
pemenuhan persyaratan lokasi.

Untuk pemeriksaan pemenuhan persyaratan lokasi, Kepala Kantor Bea dan Cukai dapat menugaskan Pejabat Bea dan Cukai untuk melakukan pemeriksaan lokasi. Atas pemeriksaan lokasi dibuatkan berita acara pemeriksaan lokasi.
Atas permohonan perubahan nama dan/atau bentuk badan hukum perusahaan; perubahan atau penggantian pemilik perusahaan; dan/atau perubahan NPWP, Pejabat Bea dan Cukai melakukan penelitian permohonan untuk mendapatkan informasi kelengkapan dokumen dan validitas data;
Kepala Kantor Bea dan Cukai memberikan keputusan menyetujui atau menolak permohonan perubahan NPPBKC dalam jangka waktu paling lama 3 (tiga) hari kerja terhitung setelah tanggal diterimanya permohonan secara lengkap.
(Sesuai dengan PMK Nomor 66/PMK.04/2018)"
Bagaimana cara mengajukan pemberitahuan perubahan data registrasi Pengusaha Kena Cukai?,"Pemberitahuan perubahan data registrasi Pengusaha Kena Cukai diajukan dengan ketentuan:Pemberitahuan perubahan data disampaikan kepada Kepala Kantor Bea dan Cukai yang mengawasi tempat usaha;
Pengusaha Barang Kena Cukai harus menyerahkan dokumen yang terkait dengan pemberitahuan perubahan data;
Pejabat Bea dan Cukai melakukan penelitian terhadap pemberitahuan perubahan data;
Dalam melakukan penelitian pemberitahuan, Kepala Kantor Bea dan Cukai dapat menugaskan Pejabat Bea dan Cukai untuk melakukan pemeriksaan lokasi. Atas pemeriksaan lokasi dibuatkan berita acara pemeriksaan lokasi;
Berdasarkan pemberitahuan perubahan data dan hasil penelitian, Pejabat Bea dan Cukai melakukan perubahan pada database Pengusaha Barang Kena Cukai.
(Sesuai dengan PMK Nomor 66/PMK.04/2018)"
Apakah ada ketentuan memproduksi barang selain barang kena cukai di Pabrik barang kena cukai?,"Ketentuan memprodukasi barang selain barang kena cukai di Pabrik barang kena cukai adalah sebagai berikut:Di dalam Pabrik dilarang menghasilkan barang selain barang kena cukai yang ditetapkan dalam keputusan pemberian NPPBKC;
Barang selain barang kena cukai yang dilarang diproduksi tidak termasuk barang yang merupakan produk sampingan (by product) dari pembuatan barang kena cukai yang ditetapkan dalam keputusan pemberian NPPBKC. Pengusaha Pabrik harus menyampaikan pemberitahuan jenis barang yang merupakan produk sampingan (by product) dari pembuatan barang kena cukai kepada kepala Kantor Bea dan Cukai.
(Sesuai dengan PMK Nomor 66/PMK.04/2018)"
Apakah ada pengecualian atas larangan produksi barang selain yang diizinkan di Pabrik barang kena cukai?,"Larangan atas Pabrik barang kena cukai untuk menghasilkan barang selain barang kena cukai yang ditetapkan tidak berlaku terhadap:Pabrik etil alkohol yang memproduksi secara terpadu barang lain yang bukan merupakan barang kena cukai dengan menggunakan etil alkohol sebagai bahan baku atau bahan penolong;
Pabrik minuman mengandung etil alkohol yang menghasilkan barang lainnya yang bukan barang kena cukai, sepanjang di dalam Pabrik tersebut dilakukan pemisahan secara fisik antara barang kena cukai dan bukan barang kena cukai, baik dalam produksinya maupun tempat penimbunan bahan baku atau bahan penolong dan hasil produksi akhirnya;
Pabrik hasil tembakau selain jenis hasil pengolahan tembakau lainnya yang menghasilkan barang lainnya yang bukan barang kena cukai, sepanjang di dalam Pabrik tersebut dilakukan pemisahan secara fisik antara barang kena cukai dan bukan barang kena cukai, baik dalam produksinya maupun tempat penimbunan bahan baku atau bahan penolong dan hasil produksi akhirnya;
Pabrik hasil tembakau jenis hasil pengolahan tembakau lainnya yang menghasilkan barang lainnya yang bukan barang kena cukai, sepanjang di dalam Pabrik tersebut dilakukan pemisahan secara fisik hasil produksi akhirnya; dan
Pabrik barang kena cukai selain huruf a sampai dengan huruf d yang menghasilkan barang lainnya yang bukan barang kena cukai, sepanjang di dalam Pabrik tersebut dilakukan pemisahan secara fisik hasil produksi akhirnya.
(Sesuai dengan PMK Nomor 66/PMK.04/2018)"
Bagaimana Pabrik yang dikecualikan dapat memproses perizinan untuk memproduksi barang lain yang bukan merupakan barang kena cukai?,"Pengusaha Pabrik yang dikecualikan dari larangan menghasilkan barang lainnya yang bukan barang kena cukai wajib mendapatkan persetujuan Kepala Kantor Bea dan Cukai yang mengawasi Pabrik. Adapun proses untuk mendapatkan persetujuan tersebut adalah sebagai berikut:Pengusaha Pabrik harus mengajukan permohonan kepada Kepala Kantor Bea dan Cukai yang mengawasi Pabrik;
Apabila Pengusaha Pabrik etil alkohol menggunakan etil alkohol yang mendapat fasilitas pembebasan cukai, Pengusaha Pabrik etil alkohol mengajukan permohonan sesuai dengan ketentuan yang diatur dalam Peraturan Menteri mengenai pembebasan cukai;
Permohonan yang diajukan paling sedikit memuat data sebagai berikut:jenis barang lainnya yang bukan barang kena cukai yang dihasilkan;
jenis bahan baku atau bahan penolong yang digunakan;
alur proses produksi;
alur pergerakan bahan baku atau bahan penolong, dan barang jadi; dan
gambar denah situasi Pabrik terkait tempat penimbunan bahan baku atau bahan penolong, tempat melakukan kegiatan produksi, dan tempat penimbunan barang hasil akhir yang bukan merupakan barang kena cukai.

Pejabat Bea dan Cukai akan meneliti permohonan Pengusaha Pabrik untuk mendapatkan informasi terkait:jenis bahan baku atau bahan penolong yang digunakan;
alur proses produksi;
jenis barang lainnya yang bukan barang kena cukai yang dihasilkan;
alur pergerakan bahan baku atau bahan penolong dan barang jadi;
Untuk Pabrik etil alkohol yang menggunakan etil alkohol sebagai bahan baku atau bahan penolong, pemenuhan persyaratan pemisahan secara fisik antara tempat menimbun barang kena cukai dengan tempat menimbun barang selain barang kena
cukai hasil produksi secara terpadu; dan
untuk Pabrik barang kena cukai selain etil alkohol harus memenuhi persyaratan pemisahan secara fisik antara:tempat menimbun bahan baku atau bahan penolong untuk menghasilkan barang kena cukai dengan tempat menimbun bahan baku atau bahan penolong untuk menghasilkan barang selain barang kena cukai;
tempat menghasilkan barang kena cukai dengan tempat menghasilkan barang selain barang kena cukai; dan/atau
tempat menimbun barang hasil akhir berupa barang kena cukai dengan tempat menimbun barang hasil akhir berupa barang selain barang kena cukai.


Dalam proses penelitian, kepala Kantor Bea dan Cukai dapat menugaskan Pejabat Bea dan Cukai untuk melakukan pemeriksaan lokasi. Atas pemeriksaan lokasi tersebut wajib dibuatkan berita acara pemeriksaan lokasi;
Kepala Kantor Bea dan Cukai memberikan keputusan menyetujui atau menolak permohonan memproduksi secara terpadu barang lain yang bukan merupakan barang kena cukai atau permohonan menghasilkan barang lainnya yang bukan barang kena cukai paling lama 3 (tiga) hari kerja terhitung setelah tanggal diterimanya permohonan secara lengkap.
(Sesuai dengan PMK Nomor 66/PMK.04/2018)"
Bagaimana jika Pengusaha barang kena cukai ingin melakukan kegiatan di tempat yang tidak tercantum dalam NPPBKC yang telah diterbitkan?,"Pengusaha Barang Kena Cukai yang akan menjalankan kegiatan di tempat selain yang disebutkan dalam keputusan pemberian NPPBKC, wajib mendapatkan persetujuan dari Kepala Kantor Bea dan Cukai yang mengawasi tempat menjalankan kegiatan. Tata cara permohonan persetujuan tersebut adalah sebagai berikut:Pengusaha Barang Kena Cukai wajib mengajukan permohonan kepada Kepala Kantor Bea dan Cukai yang mengawasi tempat menjalankan kegiatan;
Permohonan yang diajukan harus:memuat jenis kegiatan yang akan dilakukan, alamat atau lokasi kegiatan, dan waktu penyelenggaraan kegiatan; dan
dilampiri dengan surat rekomendasi atau izin dari instansi terkait atau Orang yang memiliki atau menguasai tempat penyelenggaraan kegiatan;

Pejabat Bea dan Cukai melakukan penelitian terhadap permohonan yang diajukan untuk mendapatkan informasi terkait:lokasi yang akan digunakan untuk menjalankan kegiatan di tempat selain yang disebutkan dalam keputusan pemberian NPPBKC;
dapat atau tidaknya dilakukan pengawasan oleh Pejabat Bea dan Cukai; dan
dapat atau tidaknya dilakukan pengamanan hak hak negara berupa pungutan cukai dan melaksanakan kewajiban yang harus dipenuhi;

Dalam proses penelitian, kepala Kantor Bea dan Cukai dapat menugaskan Pejabat Bea dan Cukai untuk melakukan pemeriksaan lokasi. Atas pemeriksaan lokasi tersebut wajib dibuatkan berita acara pemeriksaan lokasi;
Kepala Kantor Bea dan Cukai memberikan keputusan menyetujui atau menolak permohonan menjalankan kegiatan di tempat selain yang disebutkan dalam keputusan pemberian NPPBKC paling lama 3 (tiga) hari kerja terhitung setelah tanggal diterimanya permohonan secara lengkap;
Kepala Kantor Bea dan Cukai memberikan keputusan menyetujui permohonan untuk menjalankan kegiatan di tempat selain yang disebutkan dalam keputusan pemberian NPPBKC, dalam hal kegiatan ditempat yang dimintakan persetujuan:dilakukan dalam waktu yang terbatas;
telah mendapatkan rekomendasi atau izin dari instansi terkait atau Orang yang memiliki atau menguasai tempat penyelenggaraan kegiatan;
dapat dilakukan pengawasan oleh Pejabat Bea dan Cukai; dan
dapat dipenuhi pengamanan atas pungutan cukai dan/atau kewajiban cukai.

(Sesuai dengan PMK Nomor 66/PMK.04/2018)"
